date,ticker,predicted_return,actual_return
2023-01-25,AFDIS.zw,0.0027281768,0.0
2023-01-25,BAT.zw,0.002775908,0.0
2023-01-25,CAFCA.zw,0.0029397642,0.0
2023-01-25,CBZ.zw,0.0035974383,0.0
2023-01-25,DLTA.zw,0.0034802996,0.0047581284694686
2023-01-25,DZL.zw,0.0033471335,0.0015785319652721
2023-01-25,ECO.zw,0.0035032234,0.0094562647754137
2023-01-25,OKZ.zw,0.0027239418,0.0
2023-01-25,SEED.zw,0.0023245132,0.0
2023-01-26,AFDIS.zw,0.00211364,0.0624512099921938
2023-01-26,BAT.zw,0.003271781,0.0
2023-01-26,CAFCA.zw,0.003202844,0.1557678177810433
2023-01-26,CBZ.zw,0.003939223,0.0178003814367451
2023-01-26,DLTA.zw,0.008584866,0.0
2023-01-26,DZL.zw,0.0051397,0.0
2023-01-26,ECO.zw,0.0045823706,0.0
2023-01-26,OKZ.zw,0.0037458558,0.0749531542785757
2023-01-26,SEED.zw,0.0043252804,0.0
2023-01-27,AFDIS.zw,0.007449547,0.1162115049389886
2023-01-27,BAT.zw,0.012577265,0.0208224882873502
2023-01-27,CAFCA.zw,0.016562758,0.148903620601734
2023-01-27,CBZ.zw,0.016046382,0.0656901908566356
2023-01-27,DLTA.zw,0.0135529535,0.1332778009162849
2023-01-27,DZL.zw,0.013185056,0.0
2023-01-27,ECO.zw,0.0037892158,0.0
2023-01-27,OKZ.zw,0.0039350423,0.1503123851525174
2023-01-27,SEED.zw,0.010664098,0.0
2023-01-30,AFDIS.zw,0.012429937,0.0869009584664537
2023-01-30,BAT.zw,0.013622404,0.0
2023-01-30,CAFCA.zw,0.008646233,0.0
2023-01-30,CBZ.zw,0.009978874,0.0
2023-01-30,DLTA.zw,0.0043711145,0.1410934744268079
2023-01-30,DZL.zw,0.016885255,0.0
2023-01-30,ECO.zw,0.01318375,0.0
2023-01-30,OKZ.zw,0.011752974,0.0
2023-01-30,SEED.zw,0.0090224445,0.0
2023-01-31,AFDIS.zw,0.0042510387,0.1494075218959298
2023-01-31,BAT.zw,0.012995272,0.0
2023-01-31,CAFCA.zw,0.023473449,0.0008964589870013
2023-01-31,CBZ.zw,0.009187524,0.0
2023-01-31,DLTA.zw,0.009994483,0.150022391401702
2023-01-31,DZL.zw,0.015760072,0.0
2023-01-31,ECO.zw,0.020072807,0.1501168224299063
2023-01-31,OKZ.zw,0.023909803,0.0
2023-01-31,SEED.zw,0.013691414,-0.0350431691213813
2023-02-01,AFDIS.zw,0.014191669,0.0
2023-02-01,BAT.zw,0.0038566275,0.1492982456140352
2023-02-01,CAFCA.zw,0.009399805,0.1500534269577162
2023-02-01,CBZ.zw,0.023510758,0.0358375365011947
2023-02-01,DLTA.zw,0.03228503,0.0
2023-02-01,DZL.zw,0.025134992,0.0
2023-02-01,ECO.zw,0.0058186743,-0.0046130189646333
2023-02-01,OKZ.zw,0.0112754665,0.0
2023-02-01,SEED.zw,0.0034481676,0.0
2023-02-02,AFDIS.zw,0.002914939,0.0
2023-02-02,BAT.zw,0.0024465893,0.0
2023-02-02,CAFCA.zw,0.003382265,0.0
2023-02-02,CBZ.zw,0.0027069775,0.0
2023-02-02,DLTA.zw,0.0020199767,0.0
